1,0,1,0,150892,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:46:52.422220,34,0,37,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
0,0,0,0,100199,a2b93dc54baa9ffffe786cce67f26444786be69d00562d900032f81de713e2fc,UNKNOWN,analyze,2024-05-27 11:11:43.715156,28,0,41,1,0,0,1800,0,0,1,2,0,0,90,UNKNOWN
1,0,1,0,537178,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:11:02.602328,16,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,263766,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:46:00.131033,28,0,33,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,333246,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:43:27.822801,22,0,26,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,279229,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:38:47.046393,27,0,31,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,441010,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:06:12.824080,15,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,587798,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:18:46.971895,14,0,17,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,1107522,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:15:57.126945,17,0,19,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,67270,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:52:56.855858,33,0,37,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,485674,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:19:49.101782,16,0,19,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,958958,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:06:17.201751,18,0,20,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,652142,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:18:27.106435,19,0,20,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,116581,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:53:19.881770,29,0,33,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
0,0,0,0,91149,78ccc3165eb06330c90cd8efca8f225ed7038b23c7b80b6bb280a618b28f202f,UNKNOWN,analyze,2024-05-27 12:12:19.507359,832,0,836,0,0,0,11208,0,0,0,2,0,0,UNKNOWN,UNKNOWN
1,0,1,0,317689,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:54:02.946945,34,0,38,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,124353,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:46:20.067973,28,0,32,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,21018,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:48:28.701087,27,0,30,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,741180,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:13:53.171100,35,0,37,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,249385,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:40:14.761370,23,0,27,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,3,0,91549,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-15 00:17:35.720135,25,0,28,1,0,0,42,0,0,0,2,0,0,UNKNOWN,376
1,0,3,0,103225,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-15 00:22:39.132364,24,0,26,1,0,0,42,0,0,0,2,0,0,UNKNOWN,376
1,0,1,0,950366,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:19:02.411065,17,0,19,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,155096,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:55:44.170264,30,0,34,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,787217,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:12:08.687421,16,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,334749,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:35:01.176488,29,0,34,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,134957,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:37:41.636459,20,0,24,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,891141,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:09:41.689649,20,0,22,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,197148,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:45:28.052157,26,0,31,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,164083,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:54:56.134272,24,0,28,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,797728,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:06:40.958746,16,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,889919,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:09:01.674702,15,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,308690,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:55:48.944,20,0,24,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,205296,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:42:00.820079,30,0,34,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,570675,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:10:07.045926,18,0,19,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,495102,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:22:42.047781,16,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,10932,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 10:11:09.467432,16,0,18,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,3,0,123111,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-15 00:11:42.114435,67,0,70,1,0,0,42,0,0,0,2,0,0,UNKNOWN,376
1,0,1,0,411934,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-04-29 13:24:16.237725,76,0,79,1,0,0,14,0,0,0,2,0,0,UNKNOWN,106
1,0,1,0,294713,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:56:18.168745,30,0,34,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,94947,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:54:36.240708,22,0,26,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
1,0,1,0,261073,6139211d34d1a01d05d06a0d03d7ae3a0e18383a51d30e59267ea7cd533c57dd,UNKNOWN,insert,2024-05-25 15:54:28.747838,27,0,31,1,0,0,216,0,0,0,2,0,0,UNKNOWN,156
